"id","sender","subject","body","label","received_at"
"FE-0009","rowan.clark851@mail.com","Charts load fast and look great","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-03-16 23:57:00"
"TE-0001","cameron.patel369@example.com","API 503 when exporting reports","Our users are unable to log in on Windows 11 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-09-01 09:36 without any configuration changes on our end. We have tracked the incident internally as TKT-8786 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-04-27 14:49:00"
"TE-0020","chris.kim637@corp.io","Slack integration auth error","Our users are unable to log in on Ubuntu 22.04 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-11-05 15:50 without any configuration changes on our end. We have tracked the incident internally as TKT-6256 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-02-02 16:18:00"
"BI-0005","reese.patel580@mail.com","Request to correct VAT on invoice INV-54157","I am writing regarding invoice INV-27641 which lists a charge of $257.90 dated 2023-04-14 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-04-21 15:11:00"
"TE-0011","reese.walker770@company.co","Push notifications not arriving on Windows 11","Our users are unable to log in on Ubuntu 22.04 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-12-05 16:33 without any configuration changes on our end. We have tracked the incident internally as TKT-9617 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-03-18 13:57:00"
"FE-0042","morgan.patel788@business.dev","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-02-29 01:09:00"
"OT-0020","cameron.lewis695@business.dev","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-09-04 20:42:00"
"TE-0055","sam.kim541@corp.io","Push notifications not arriving on macOS 14","Our users are unable to log in on Ubuntu 22.04 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-09-20 23:39 without any configuration changes on our end. We have tracked the incident internally as TKT-6376 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-11-17 06:47:00"
"TE-0037","cameron.young392@corp.io","App crash on login with iOS 17 - Edge 122","Our users are unable to log in on Android 14 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-09-11 06:17 without any configuration changes on our end. We have tracked the incident internally as TKT-3455 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-08-22 08:43:00"
"FE-0026","riley.allen418@example.com","Search accuracy and partial matches","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-03-23 22:51:00"
"TE-0023","drew.smith56@company.co","Report data mismatch vs API output","Our users are unable to log in on Ubuntu 22.04 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-10-27 16:10 without any configuration changes on our end. We have tracked the incident internally as TKT-2449 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-01-23 08:15:00"
"BI-0037","jamie.garcia781@corp.io","Need receipt with company name and tax ID","I am writing regarding invoice INV-68149 which lists a charge of $416.64 dated 2023-02-21 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-01-20 00:06:00"
"OT-0051","riley.johnson630@example.com","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-05-16 10:38:00"
"FE-0032","casey.garcia253@mail.com","Dark mode contrast suggestions","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-02-22 06:37:00"
"OT-0017","cameron.garcia213@mail.com","Confirm office address and visiting hours","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-08-15 23:32:00"
"BI-0058","drew.walker621@mail.com","Promotion code not applied to bill","I am writing regarding invoice INV-93488 which lists a charge of $764.79 dated 2023-09-30 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-02-24 04:36:00"
"BI-0043","chris.wilson752@mail.com","Payment captured but order not confirmed ORD-219399","I am writing regarding invoice INV-57078 which lists a charge of $286.34 dated 2024-09-16 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-08-01 22:37:00"
"TE-0043","riley.walker259@corp.io","Report data mismatch vs API output","Our users are unable to log in on macOS 14 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-01-18 17:51 without any configuration changes on our end. We have tracked the incident internally as TKT-6840 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-05-04 12:21:00"
"FE-0016","chris.garcia404@company.co","Kudos to the docs team - clear examples","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-01-29 11:41:00"
"OT-0026","chris.garcia621@example.com","Confirm office address and visiting hours","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-12-28 13:48:00"
"TE-0056","rowan.lewis54@mail.com","Push notifications not arriving on Windows 11","Our users are unable to log in on Windows 11 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-09-25 02:11 without any configuration changes on our end. We have tracked the incident internally as TKT-5125 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-06-09 01:45:00"
"BI-0009","jamie.johnson758@business.dev","Payment captured but order not confirmed ORD-605954","I am writing regarding invoice INV-24293 which lists a charge of $44.65 dated 2023-09-19 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-12-22 12:16:00"
"OT-0009","alex.wilson546@business.dev","Community event participation details","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-08-11 16:31:00"
"BI-0018","avery.patel849@example.com","Request to correct VAT on invoice INV-89633","I am writing regarding invoice INV-50505 which lists a charge of $669.72 dated 2023-01-20 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-02-19 14:12:00"
"BI-0021","chris.young465@mail.com","Invoice shows unexpected charge INV-59388","I am writing regarding invoice INV-70779 which lists a charge of $339.83 dated 2023-07-29 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-06-05 20:59:00"
"FE-0059","alex.clark491@business.dev","Thanks for the quick response from support","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-11-09 15:25:00"
"FE-0049","rowan.lee54@corp.io","Feedback on the new dashboard experience","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-06-13 15:14:00"
"FE-0043","morgan.patel1@company.co","Thanks for the quick response from support","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-08-13 11:25:00"
"BI-0022","taylor.brown249@corp.io","Refund request for duplicate payment INV-50613","I am writing regarding invoice INV-76154 which lists a charge of $89.04 dated 2024-03-27 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-03-07 08:31:00"
"BI-0001","cameron.young463@business.dev","Need receipt with company name and tax ID","I am writing regarding invoice INV-22336 which lists a charge of $462.38 dated 2023-05-26 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-04-09 22:40:00"
"BI-0002","sam.lewis988@corp.io","Need receipt with company name and tax ID","I am writing regarding invoice INV-17805 which lists a charge of $41.24 dated 2025-06-19 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-01-31 14:20:00"
"OT-0031","drew.lopez154@company.co","Confirm office address and visiting hours","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-04-29 11:38:00"
"BI-0028","drew.allen108@corp.io","Need receipt with company name and tax ID","I am writing regarding invoice INV-67249 which lists a charge of $28.48 dated 2024-10-10 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-26 19:10:00"
"OT-0029","jordan.lee757@mail.com","Where to find SLA and uptime metrics","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-05-30 10:13:00"
"BI-0048","casey.brown933@business.dev","Refund request for duplicate payment INV-49820","I am writing regarding invoice INV-38672 which lists a charge of $371.84 dated 2025-01-13 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2025-07-17 03:20:00"
"BI-0040","riley.wilson680@company.co","Invoice shows unexpected charge INV-11836","I am writing regarding invoice INV-99696 which lists a charge of $404.06 dated 2025-07-08 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-02-12 01:37:00"
"BI-0038","riley.miller283@company.co","Dispute late fee on account ORD-632487","I am writing regarding invoice INV-94496 which lists a charge of $83.70 dated 2024-09-03 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-02-16 12:59:00"
"FE-0040","jamie.patel711@corp.io","Feedback on the new dashboard experience","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-12-10 07:44:00"
"OT-0018","reese.lewis891@mail.com","Where to find SLA and uptime metrics","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-01-10 21:27:00"
"FE-0057","reese.walker554@business.dev","Accessibility notes from our QA team","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-04-24 16:35:00"
"TE-0038","drew.davis534@example.com","Dashboard 404 after workspace switch","Our users are unable to log in on Ubuntu 22.04 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-09-28 11:06 without any configuration changes on our end. We have tracked the incident internally as TKT-6464 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-06-26 00:20:00"
"BI-0030","taylor.smith911@mail.com","Billing cycle and proration issue","I am writing regarding invoice INV-26515 which lists a charge of $210.51 dated 2024-10-05 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-01-19 03:12:00"
"TE-0018","riley.clark824@business.dev","Cannot reset password - 2FA not delivered","Our users are unable to log in on iOS 17 using Chrome 125; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-04-18 02:28 without any configuration changes on our end. We have tracked the incident internally as TKT-2474 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-07-28 16:04:00"
"BI-0013","quinn.kim922@mail.com","Charge after cancellation for subscription ORD-189052","I am writing regarding invoice INV-13967 which lists a charge of $889.63 dated 2024-08-09 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-11-09 12:24:00"
"OT-0038","alex.wilson309@corp.io","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-07-15 11:55:00"
"TE-0013","rowan.garcia539@mail.com","Dashboard 404 after workspace switch","Our users are unable to log in on Ubuntu 22.04 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-08-16 20:47 without any configuration changes on our end. We have tracked the incident internally as TKT-3689 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-03-07 18:07:00"
"OT-0048","riley.kim120@example.com","Reseller program requirements","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-10-20 19:11:00"
"BI-0057","drew.lewis51@mail.com","Billing cycle and proration issue","I am writing regarding invoice INV-96186 which lists a charge of $951.30 dated 2025-07-02 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-04-28 11:28:00"
"BI-0020","rowan.kim184@mail.com","Request to correct VAT on invoice INV-55316","I am writing regarding invoice INV-61578 which lists a charge of $874.89 dated 2025-07-16 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-02-25 23:24:00"
"TE-0027","morgan.young881@corp.io","Webhook stopped triggering since 2025-03-11","Our users are unable to log in on macOS 14 using Chrome 125; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-05-06 06:25 without any configuration changes on our end. We have tracked the incident internally as TKT-3684 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-08-08 19:29:00"
"FE-0007","chris.allen75@company.co","Feature request: bulk actions for records","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-08-16 00:50:00"
"FE-0025","taylor.garcia407@company.co","Charts load fast and look great","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-05-09 03:09:00"
"OT-0041","hayden.garcia459@business.dev","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-03-12 14:47:00"
"OT-0015","jordan.lee276@corp.io","Community event participation details","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-04-14 20:15:00"
"BI-0006","jamie.young522@mail.com","Billing cycle and proration issue","I am writing regarding invoice INV-10061 which lists a charge of $281.75 dated 2023-11-08 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-07-11 12:54:00"
"OT-0055","quinn.garcia931@example.com","Where to find SLA and uptime metrics","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-10-05 12:55:00"
"BI-0011","reese.young256@example.com","Invoice shows unexpected charge INV-33101","I am writing regarding invoice INV-57467 which lists a charge of $146.57 dated 2023-12-05 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-12-08 16:37:00"
"OT-0025","alex.miller776@business.dev","Reseller program requirements","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-10-24 13:43:00"
"FE-0003","casey.garcia894@company.co","Thanks for the quick response from support","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-07-23 23:26:00"
"OT-0054","avery.lee433@business.dev","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-03-30 22:56:00"
"FE-0029","drew.miller360@corp.io","Keyboard shortcuts would help power users","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-09-07 22:13:00"
"TE-0041","reese.allen55@company.co","Single sign-on loop with Azure AD","Our users are unable to log in on iOS 17 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-12-08 06:53 without any configuration changes on our end. We have tracked the incident internally as TKT-4007 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-07-31 04:36:00"
"TE-0012","alex.lopez930@example.com","Single sign-on loop with Azure AD","Our users are unable to log in on Ubuntu 22.04 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-05-08 14:15 without any configuration changes on our end. We have tracked the incident internally as TKT-5003 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-05-29 12:03:00"
"OT-0034","alex.johnson568@company.co","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-03-09 09:14:00"
"FE-0010","riley.allen795@example.com","Search accuracy and partial matches","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-04-22 11:26:00"
"OT-0012","drew.allen939@example.com","Request for media kit and brand assets","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-07-13 08:37:00"
"BI-0019","alex.miller244@mail.com","Invoice shows unexpected charge INV-92467","I am writing regarding invoice INV-20219 which lists a charge of $705.25 dated 2023-07-24 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-07-02 22:00:00"
"TE-0015","chris.clark709@business.dev","Webhook stopped triggering since 2023-02-01","Our users are unable to log in on iOS 17 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-03-06 15:56 without any configuration changes on our end. We have tracked the incident internally as TKT-3346 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-07-31 06:18:00"
"BI-0025","casey.smith992@business.dev","Dispute late fee on account ORD-700822","I am writing regarding invoice INV-75952 which lists a charge of $10.77 dated 2024-01-22 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-02-15 16:58:00"
"TE-0034","drew.patel761@company.co","Report data mismatch vs API output","Our users are unable to log in on Windows 11 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-01-09 02:58 without any configuration changes on our end. We have tracked the incident internally as TKT-2971 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-02-19 08:03:00"
